Date	Time	Severity	PID	TID	Function	Message
08-06-2026	19:09:47.904	 INFO	 31712	 43352	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	19:09:47.907	 INFO	 31712	 43352	LateInitialization	"IsExplorer = 0"
08-06-2026	19:09:47.911	 INFO	 31712	 43352	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	19:09:47.917	 INFO	 31712	 43352	LateInitialization	"Intialization finished"
08-06-2026	19:20:48.726	 INFO	109060	110416	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	19:20:48.734	 INFO	109060	 93592	LateInitialization	"Intialization..."
08-06-2026	19:20:48.736	 INFO	109060	 93592	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	19:20:48.737	 INFO	109060	 93592	LateInitialization	"IsExplorer = 0"
08-06-2026	19:20:48.739	 INFO	109060	 93592	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	19:20:48.741	 INFO	109060	 93592	LateInitialization	"Intialization finished"
08-06-2026	19:20:49.835	 INFO	 48964	107208	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	19:20:49.838	 INFO	 48964	108776	LateInitialization	"Intialization..."
08-06-2026	19:20:49.840	 INFO	 48964	108776	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	19:20:49.842	 INFO	 48964	108776	LateInitialization	"IsExplorer = 0"
08-06-2026	19:20:49.844	 INFO	 48964	108776	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	19:20:49.846	 INFO	 48964	108776	LateInitialization	"Intialization finished"
08-06-2026	19:42:40.668	 INFO	105464	 94748	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	19:42:40.674	 INFO	105464	104092	LateInitialization	"Intialization..."
08-06-2026	19:42:40.677	 INFO	105464	104092	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	19:42:40.678	 INFO	105464	104092	LateInitialization	"IsExplorer = 0"
08-06-2026	19:42:40.679	 INFO	105464	104092	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	19:42:40.681	 INFO	105464	104092	LateInitialization	"Intialization finished"
08-06-2026	19:42:41.768	 INFO	108756	 13748	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	19:42:41.770	 INFO	108756	 85656	LateInitialization	"Intialization..."
08-06-2026	19:42:41.772	 INFO	108756	 85656	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	19:42:41.774	 INFO	108756	 85656	LateInitialization	"IsExplorer = 0"
08-06-2026	19:42:41.776	 INFO	108756	 85656	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	19:42:41.778	 INFO	108756	 85656	LateInitialization	"Intialization finished"
08-06-2026	20:13:49.374	 INFO	108832	108228	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:13:49.376	 INFO	108832	108924	LateInitialization	"Intialization..."
08-06-2026	20:13:49.377	 INFO	108832	108924	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	20:13:49.378	 INFO	108832	108924	LateInitialization	"IsExplorer = 0"
08-06-2026	20:13:49.379	 INFO	108832	108924	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:13:49.381	 INFO	108832	108924	LateInitialization	"Intialization finished"
08-06-2026	20:13:50.513	 INFO	 48864	101100	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:13:50.520	 INFO	 48864	 61548	LateInitialization	"Intialization..."
08-06-2026	20:13:50.522	 INFO	 48864	 61548	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	20:13:50.524	 INFO	 48864	 61548	LateInitialization	"IsExplorer = 0"
08-06-2026	20:13:50.526	 INFO	 48864	 61548	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:13:50.528	 INFO	 48864	 61548	LateInitialization	"Intialization finished"
08-06-2026	20:25:02.358	 INFO	 58720	 71900	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:25:02.361	 INFO	 58720	 41028	LateInitialization	"Intialization..."
08-06-2026	20:25:02.362	 INFO	 58720	 41028	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\bash.exe"
08-06-2026	20:25:02.364	 INFO	 58720	 41028	LateInitialization	"IsExplorer = 0"
08-06-2026	20:25:02.366	 INFO	 58720	 41028	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:25:02.369	 INFO	 58720	 41028	LateInitialization	"Intialization finished"
08-06-2026	20:25:15.088	 INFO	 93936	111348	DllMain	"DLL_PROCESS_ATTACH Thu Jan  2 23:38:14 2025 11.3.2440.11"
08-06-2026	20:25:15.092	 INFO	 93936	111352	LateInitialization	"Intialization..."
08-06-2026	20:25:15.094	 INFO	 93936	111352	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\tail.exe"
08-06-2026	20:25:15.096	 INFO	 93936	111352	LateInitialization	"IsExplorer = 0"
08-06-2026	20:25:15.098	 INFO	 93936	111352	Edlp::Path::InitializeExcludedPathPatterns	"Windows drive = C:"
08-06-2026	20:25:15.104	 INFO	 93936	111352	LateInitialization	"Intialization finished"
